,wav_filename,wav_filesize,transcript,common_part,region,duration,duration_seconds,filename,chirp_wer,Deepgram_wer,googleSTT_wer,whisper_wer,seamless_wer
10,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400816(044).wav,519532,ja uhm en ja niet dat dat echt een probleem was maar soms soms merkt de ge dat toch evenzeer of voelt de ge dat,400816,limburg,0 days 00:00:06,6.0,fv400816(044),0.44,0.72,0.48,0.68,0.68
11,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400237(130).wav,415788,'t moet snel gaan en dan heel de avonturen van haar tocht,400237,limburg,0 days 00:00:06,6.0,fv400237(130),0.08333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
12,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400064(100).wav,257964,vertel nog 'ns wat 'k weet eigenlijk niks meer,400064,limburg,0 days 00:00:06,6.0,fv400064(100),1.0,1.0,0.5555555555555556,1.0,1.0
13,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400364(033).wav,317292,met acht kinderen ze heeft waarschijnlijk wel haar werk ja,400364,west_vlaams,0 days 00:00:06,6.0,fv400364(033),1.0,0.9,0.7,1.0,1.0
14,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400192(045).wav,266924,nu da 's wel goed dan dat ze ook na naar die alternatieve zaken op zoek zijn,400192,oost_vlaams,0 days 00:00:06,6.0,fv400192(045),0.29411764705882354,0.47058823529411764,0.4117647058823529,0.5882352941176471,0.4117647058823529
15,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400516(044).wav,313004,en hij werkt nu ook azo in een mex mexicaans restaurant azo parttime h,400516,west_vlaams,0 days 00:00:06,6.0,fv400516(044),0.5714285714285714,0.7142857142857143,0.8571428571428571,0.6428571428571429,0.8571428571428571
16,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400397(106).wav,829612,maar er zitten wel veel dialogen in en merkwaardig is bij elsschot dus dat ie ook in die tijd dus 't dateert van de jaren dertig dat ie toch uh bijna uitsluitend de je- en jijvorm gebruikt h,400397,west_vlaams,0 days 00:00:06,6.0,fv400397(106),0.2894736842105263,0.5263157894736842,0.4473684210526316,0.5526315789473685,0.42105263157894735
17,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400744(044).wav,501100,naar uw kamer enfin ge moet een beetje van kleding veranderen andere schoenen aan en dan vertrek je,400744,vlaams_brab,0 days 00:00:06,6.0,fv400744(044),0.05555555555555555,0.3888888888888889,0.3333333333333333,0.5555555555555556,0.2777777777777778
18,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400705(029).wav,378668,stoefer ja maar dat moogt de niet zeggen h ja,400705,oost_vlaams,0 days 00:00:06,6.0,fv400705(029),1.7,2.1,1.0,0.8,1.2
19,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400288(038).wav,324140,moet dat morgen weer indienen voor de punten van 't derde en 't vierde jaar natuurlijk,400288,vlaams_brab,0 days 00:00:06,6.0,fv400288(038),0.125,0.5625,0.5625,0.75,0.625
20,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400235(088).wav,331756,maar geen luik draai 'ns terug,400235,limburg,0 days 00:00:06,6.0,fv400235(088),0.8333333333333334,1.0,0.6666666666666666,1.0,0.8333333333333334
21,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400723(102).wav,293932,waarom niet omdat ge misschien pas binnen tien minuten in slaap valt misschien pas binnen een kwartier,400723,oost_vlaams,0 days 00:00:06,6.0,fv400723(102),0.11764705882352941,0.35294117647058826,0.23529411764705882,0.47058823529411764,0.4117647058823529
22,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400396(008).wav,283436,dus uh een cd-speler uiteraard mijn computer hebben ze gelukkig laten staan,400396,west_vlaams,0 days 00:00:06,6.0,fv400396(008),0.16666666666666666,0.4166666666666667,0.16666666666666666,0.5833333333333334,0.5
23,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400482(007).wav,288236,maar zegt ie wacht ik ga dat probleem hier oplossen,400482,west_vlaams,0 days 00:00:06,6.0,fv400482(007),0.2,0.5,0.2,0.4,0.3
24,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400467(006).wav,262572,nu kom 'k gaan 'k ik van de standaard boekhandel naar fnac,400467,vlaams_brab,0 days 00:00:06,6.0,fv400467(006),0.3333333333333333,0.75,0.75,0.6666666666666666,0.5
25,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400229(039).wav,297644,dus leo zouden we dat kunnen geven leo de laet maar die gaan we die speech laten doen,400229,limburg,0 days 00:00:06,6.0,fv400229(039),0.16666666666666666,0.6111111111111112,0.3888888888888889,0.6666666666666666,0.6111111111111112
26,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400315(015).wav,410284,en en dieje vader heeft toen een een tussen-uh-oplossing bereikt met diejen deurwaarder,400315,limburg,0 days 00:00:06,6.0,fv400315(015),0.46153846153846156,0.5384615384615384,0.46153846153846156,0.5384615384615384,0.5384615384615384
27,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400190(114).wav,269100,en dan keken we naar uh onze zondagavond televisieavond h,400190,oost_vlaams,0 days 00:00:06,6.0,fv400190(114),0.3,0.5,0.5,0.5,0.4
28,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400297(108).wav,548844,'k weet niet of het nog eigenlijk echt sympathiek bij de mensen overkomt h door het feit dat allee de tendens is tegenwoordig om eigenlijk langer te werken h,400297,limburg,0 days 00:00:06,6.0,fv400297(108),0.13793103448275862,0.3448275862068966,0.3793103448275862,0.2413793103448276,0.2413793103448276
29,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400642(110).wav,473708,ja hm hm,400642,oost_vlaams,0 days 00:00:06,6.0,fv400642(110),4.333333333333333,1.0,4.0,3.6666666666666665,4.0
30,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400190(103).wav,312876,mmm ja,400190,oost_vlaams,0 days 00:00:06,6.0,fv400190(103),1.0,1.0,0.5,1.0,1.0
31,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400611(033).wav,256364,dus open beenbreuk en die knie helemaal naa naar de vaantjes en uh,400611,vlaams_brab,0 days 00:00:06,6.0,fv400611(033),0.15384615384615385,0.46153846153846156,0.3076923076923077,0.7692307692307693,0.46153846153846156
32,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400091(089).wav,311852,kom gewoon naar thuis en dan uhm ja gaan we hier gewoon gezellig zitten,400091,limburg,0 days 00:00:06,6.0,fv400091(089),0.07142857142857142,1.0,0.2857142857142857,0.2857142857142857,0.5714285714285714
33,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400249(023).wav,356140,bij de oppositie heb ik uh johan blondeel aangesproken samen,400249,oost_vlaams,0 days 00:00:06,6.0,fv400249(023),0.1,0.6,0.4,0.6,0.6
34,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400533(058).wav,282412,uh nee ik zie ik zie mij niet vlug naar cuba gaan om allerlei redenen,400533,oost_vlaams,0 days 00:00:06,6.0,fv400533(058),0.13333333333333333,0.5333333333333333,0.26666666666666666,0.5333333333333333,0.4
35,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400311(063).wav,345264,dan doet dat een beetje denken aan de negentiende eeuw h zo van ze doen goede werken in hun,400311,vlaams_brab,0 days 00:00:06,6.0,fv400311(063),0.3684210526315789,0.47368421052631576,0.5789473684210527,0.6842105263157895,0.5789473684210527
36,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400476(032).wav,444908,of twaalf- of dertienjarigen in 't binnenland en dan vanaf volgend jaar geloof ik dat ze ja ook buitenland kunnen doen ja,400476,limburg,0 days 00:00:06,6.0,fv400476(032),0.36363636363636365,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.7727272727272727
37,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400083(090).wav,393900,uh hij heeft het gezegd van half tien tot tien of tot half elf of zo,400083,limburg,0 days 00:00:06,6.0,fv400083(090),0.5,0.375,0.5625,0.25,0.3125
38,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400297(045).wav,266924,en ook omdat het heel vroeg in september valt h,400297,limburg,0 days 00:00:06,6.0,fv400297(045),0.1,0.3,0.4,0.3,0.3
39,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400773(083).wav,339116,mmm wacht ik heb dat opgezocht laak was maasmechelen geloof ik,400773,limburg,0 days 00:00:06,6.0,fv400773(083),0.2727272727272727,0.6363636363636364,0.45454545454545453,0.7272727272727273,0.6363636363636364
40,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400799(005).wav,258092,maar 't was wel typisch voor uh dat dorpke,400799,oost_vlaams,0 days 00:00:06,6.0,fv400799(005),0.3333333333333333,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.4444444444444444
41,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400767(001).wav,350060,ja als ik door ben en als ze me laten gaan ik heb uh gisteren m'n inschrijvingsformulier gaan halen,400767,limburg,0 days 00:00:06,6.0,fv400767(001),0.3684210526315789,0.631578947368421,0.3684210526315789,0.7368421052631579,0.631578947368421
42,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400436(005).wav,384364,en dit jaar gaan we op 't eind van 't jaar naar de vernieuwde uhm museum van de kathedraal zien,400436,west_vlaams,0 days 00:00:06,6.0,fv400436(005),0.15,0.3,0.25,0.45,0.25
43,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400778(090).wav,273068,en ze hebben nu in 't begin van 't tweede semester nog iets van van vijftig euro over,400778,west_vlaams,0 days 00:00:06,6.0,fv400778(090),0.2777777777777778,0.3888888888888889,0.4444444444444444,0.5,0.3888888888888889
44,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400322(008).wav,529004,ja vorig jaar zijn wij uitstekend gestart en stonden wij na de eerste ronde op een tweede plaats op drie punten dus n overwinning minder dan de leider,400322,west_vlaams,0 days 00:00:06,6.0,fv400322(008),0.03571428571428571,0.14285714285714285,0.14285714285714285,0.39285714285714285,0.07142857142857142
45,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400068(191).wav,490284,maar uhm als ge heel oud wordt gaat gaat gaat de dat ooit moeten vervangen dat hout,400068,limburg,0 days 00:00:06,6.0,fv400068(191),0.29411764705882354,0.7647058823529411,0.47058823529411764,0.7058823529411765,0.7058823529411765
46,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400254(143).wav,284012,uh want ik heb nog een tijdje dat systeem volgehouden alleen al voor 't zicht,400254,oost_vlaams,0 days 00:00:06,6.0,fv400254(143),0.13333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.13333333333333333
47,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400183(202).wav,298796,ja en 't tweede punt en uh barbara is was haar uh,400183,vlaams_brab,0 days 00:00:06,6.0,fv400183(202),0.3333333333333333,0.5833333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666
48,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400188(026).wav,352236,ben ik nog een beetje slechtgezind van gisteren eigenlijk 'k ben er nog niet zo over,400188,oost_vlaams,0 days 00:00:06,6.0,fv400188(026),0.3125,0.5625,0.5,0.5625,0.5625
49,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400537(017).wav,358124,dus bijvoorbeeld van het schaken dus men start met een beginpositie,400537,west_vlaams,0 days 00:00:06,6.0,fv400537(017),0.36363636363636365,0.8181818181818182,1.0,0.5454545454545454,0.5454545454545454
50,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400767(039).wav,419820,dus maar dat maakte ook echt uit waar kleiner of gelijk aan waar die of gelijk aan stond dat maakte ook echt uit,400767,limburg,0 days 00:00:06,6.0,fv400767(039),0.08695652173913043,0.5217391304347826,0.4782608695652174,0.5652173913043478,0.6086956521739131
51,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400802(035).wav,334828,hij stond daar want dat is toch tamelijk ver dat hij in de vlakte stond h,400802,oost_vlaams,0 days 00:00:06,6.0,fv400802(035),0.1875,0.5,0.3125,0.5,0.1875
52,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400299(028).wav,564204,nog iemand die 'k ken ne leraar met ons die moest nu ook maar die moet ze alle vier en dan zei den dokter als ge ze alle vier moet doen doe 'k u heel in slaap,400299,limburg,0 days 00:00:06,6.0,fv400299(028),0.21621621621621623,0.5135135135135135,0.2972972972972973,0.40540540540540543,0.1891891891891892
53,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400769(043).wav,409132,honderd procent zeker van honderd procent zeker van daar heb ik het met haar eigenlijk ook al over gehad,400769,limburg,0 days 00:00:06,6.0,fv400769(043),0.2631578947368421,0.42105263157894735,0.8421052631578947,0.631578947368421,0.5263157894736842
54,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400437(061).wav,277484,die bibliotheek is veel rijker dan bijvoorbeeld in handschriften dan die van leuven,400437,west_vlaams,0 days 00:00:06,6.0,fv400437(061),0.07692307692307693,0.15384615384615385,0.46153846153846156,0.6153846153846154,0.15384615384615385
55,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400490(133).wav,334828,woensdag den tiende juli uhu schat ik,400490,vlaams_brab,0 days 00:00:06,6.0,fv400490(133),0.7142857142857143,0.42857142857142855,0.42857142857142855,0.8571428571428571,1.0
56,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400234(060).wav,570284,dus da 's niet goed d'r was ook nog plaats als ik me niet vergis om acht uur tijdens sommige weekdagen,400234,limburg,0 days 00:00:06,6.0,fv400234(060),0.19047619047619047,0.38095238095238093,0.23809523809523808,0.42857142857142855,0.38095238095238093
57,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400506(015).wav,295084,en nu wordt het groter heel groot megagroot,400506,limburg,0 days 00:00:06,6.0,fv400506(015),0.375,0.75,1.25,0.625,0.875
58,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400071(001).wav,604844,te druk met ons kinderen zij zegt dat pa niet meewil omdat het te ver is en hij zegt dat ma dat niet meer graag doet zo ver,400071,limburg,0 days 00:00:06,6.0,fv400071(001),0.21428571428571427,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.4642857142857143
59,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400190(102).wav,463852,mmm ah ik dacht dat ge dan ne vol ne nieuwen auto moest kopen als ge een omniumverzekering hadt,400190,oost_vlaams,0 days 00:00:06,6.0,fv400190(102),0.631578947368421,0.5263157894736842,0.631578947368421,0.631578947368421,0.5789473684210527
60,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400255(129).wav,269612,want op een zeker moment stond hij zelfs op de linkerkant en ik zei toen,400255,oost_vlaams,0 days 00:00:06,6.0,fv400255(129),0.13333333333333333,0.6,0.26666666666666666,0.4,0.06666666666666667
61,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400336(043).wav,282156,en ik dacht dus ze is doorgedrongen richting finale,400336,west_vlaams,0 days 00:00:06,6.0,fv400336(043),0.0,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.3333333333333333
62,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400314(028).wav,362668,maar ja ze zijn d'r ook al jaren aan bezig om om iets fatsoenlijk van die weg te maken maar ze krijgen d'r ook geen oplossing aan h,400314,limburg,0 days 00:00:06,6.0,fv400314(028),0.10714285714285714,0.32142857142857145,0.25,0.35714285714285715,0.35714285714285715
63,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400323(042).wav,268204,zeker nu ze onlangs met die aanvallen op afghanistan zijn gestart,400323,west_vlaams,0 days 00:00:06,6.0,fv400323(042),0.0,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.2727272727272727
64,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400759(045).wav,339500,ja en dat was echt ja vijf dagen tot en met uh vrijdagavond zes uur,400759,vlaams_brab,0 days 00:00:06,6.0,fv400759(045),0.2,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.26666666666666666
65,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400291(080).wav,536044,nee ja da 's ja biologisch of niet dat zou nog wel 'ns een probleem kunnen zijn tegen vrijdag,400291,vlaams_brab,0 days 00:00:06,6.0,fv400291(080),0.15789473684210525,0.631578947368421,0.3157894736842105,0.47368421052631576,0.42105263157894735
66,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400306(093).wav,457516,wat ik wel veel heb gehoord dat is heel veel problemen om de gasten nog hun hun huistaken te laten maken h,400306,vlaams_brab,0 days 00:00:06,6.0,fv400306(093),0.18181818181818182,0.45454545454545453,0.5,0.3181818181818182,0.45454545454545453
67,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400063(337).wav,292332,'t is toch waar en dan frank en z'n lief d'r ook zijn,400063,limburg,0 days 00:00:06,6.0,fv400063(337),0.8461538461538461,1.0,0.6923076923076923,0.9230769230769231,0.8461538461538461
68,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400498(002).wav,401324,en afhankelijk van wat dat zij kiezen maar wat ook van wat de andere kiest krijgen ze een bepaalde opbrengst,400498,limburg,0 days 00:00:06,6.0,fv400498(002),0.15,0.35,0.2,0.35,0.35
69,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400397(109).wav,410348,neem nu de eerste zin van het stuk is ge peist zeker dat 'k voor heel 't leger patatten ga schillen,400397,west_vlaams,0 days 00:00:06,6.0,fv400397(109),0.2857142857142857,0.42857142857142855,0.47619047619047616,0.38095238095238093,0.42857142857142855
70,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400737(063).wav,579500,uh pff globaal gezien wel natuurlijk maar op twee maanden na laten we zeggen voor een klein rusthuis kunnen ze dat niet zeggen dan zal er een bed vrijkomen,400737,vlaams_brab,0 days 00:00:06,6.0,fv400737(063),0.13793103448275862,0.20689655172413793,0.1724137931034483,0.3793103448275862,0.06896551724137931
71,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400282(035).wav,441708,nee had die z'n camera bij 'k dacht van niet,400282,vlaams_brab,0 days 00:00:06,6.0,fv400282(035),0.3,0.8,0.6,0.6,0.9
72,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400436(012).wav,320684,en dan walburga de jezuetenkerk anders kan je die maar ne keer zien zo,400436,west_vlaams,0 days 00:00:06,6.0,fv400436(012),1.0,0.7857142857142857,0.6428571428571429,0.7857142857142857,0.6428571428571429
73,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400608(042).wav,639916,ik heb dat zelfs uhm met mensen waar ik normaal dialect mee praat als ik daarmee bel praten die automatisch an h,400608,vlaams_brab,0 days 00:00:06,6.0,fv400608(042),0.09090909090909091,0.3181818181818182,0.2727272727272727,0.3181818181818182,0.2727272727272727
74,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400067(052).wav,363116,want anders dan geraken we hier nooit mee klaar en ik moet nog naar de slager,400067,limburg,0 days 00:00:06,6.0,fv400067(052),0.0625,1.0,0.3125,0.875,0.25
75,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400338(001).wav,297388,ik heb het nog graag zoals het nu is dat ieder land zijn eigen competitie heeft,400338,west_vlaams,0 days 00:00:06,6.0,fv400338(001),0.0,0.1875,0.0625,0.1875,0.1875
76,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400251(077).wav,336748,want ondertussen was dat tien voor drie waar het eigenlijk moest beginnen om half drie,400251,oost_vlaams,0 days 00:00:06,6.0,fv400251(077),0.3333333333333333,0.2,0.4666666666666667,0.4,0.26666666666666666
77,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400605(051).wav,674796,uh aso tso en uh 't zevende jaar is is alleen beroeps h,400605,vlaams_brab,0 days 00:00:06,6.0,fv400605(051),0.5384615384615384,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6923076923076923
78,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400497(015).wav,285932,'k had vandaag een berichtje verstuurd omdat mijn mama ging eerst naar daar gaan,400497,limburg,0 days 00:00:06,6.0,fv400497(015),0.14285714285714285,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.35714285714285715
79,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400525(029).wav,398892,maar dien zegt nu opeens stop ik wil dat niet meer doen h omdat 'k al zoveel moet geven aan die moeder van bn,400525,west_vlaams,0 days 00:00:06,6.0,fv400525(029),0.25,0.4583333333333333,0.4583333333333333,0.5,0.5833333333333334
80,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400189(060).wav,469420,oh dat moet niet tof zijn en dat zijn alleen maar z zo een patinten,400189,oost_vlaams,0 days 00:00:06,6.0,fv400189(060),0.3333333333333333,1.0,0.4666666666666667,1.0,0.8
81,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400283(073).wav,309996,'k weet wel niet of dat mama en papa dat kennen de hoge venen,400283,vlaams_brab,0 days 00:00:06,6.0,fv400283(073),0.2857142857142857,1.0,0.42857142857142855,0.8571428571428571,0.8571428571428571
