wav_filename,wav_filesize,transcript
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700185(082).wav,147436,nee 'k weet wel 'k heb 'k ik u ook nog gekend als stil
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006822(085).wav,187980,ja en dat ziet d'r dan rimpelig en en oegh en rooig uit dat ziet d'r gewoon zo smerig uit
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006799(028).wav,160076,ja ja en daar heb ik een t-shirt van uh dus ja dat past er mooi bij als je d'rop gaat fietsen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006874(056).wav,234572,ja maar ik wil sowieso uh wat groter harde schijf omdat ik natuurlijk ook uh allerlei software en zo down-downloaden wil installeren
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006841(024).wav,151500,'k heb uh van 't weekend weinig gedaan ja dat kan 'k me wel voorstellen met allerlei druktes
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701203(010).wav,75132,ja ik heb de he de hele dag in plopsaland gewerkt vandaag of wat
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700112(030).wav,135436,ja dat ggg allee voor ons was er zeker geen probleem
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006783(001).wav,134444,ja man 't is negen uur man ja en je gaat toch xxx straks op bed
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901066(049).wav,70444,enfin dat valt dan allemaal mee zoekt de nog op reis te gaan dit jaar
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008106(006).wav,69964,ja enne nou ben 'k zelf maar aan 't tegelen geslagen en lukt 't
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006780(097).wav,169388,ik heb toch sparta ajax zondag dat weet ik niet nou die heb je aanstaande zondag en die begint om n uur
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006762(041).wav,175564,'k zei ik ik hoor niks meer van die verhalen van jou welke verhalen nou dat je me bel ggg met een verhaal
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008069(025).wav,80428,mmm maar uh heb je nog iets gekocht of ja op de boekenmarkt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008068(083).wav,80716,ja wat maakt dat ding ontzettend veel lawaai zeg maar ik sta d'r ook naast
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006773(091).wav,146604,en uh hoe heet het uhm ja de secretaresses huren we allemaal in en zo
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701073(077).wav,110316,oeh van te zeggen kijk ik ik beschouw dat als een studieboek en uh dus met een papierke bij mij
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700117(019).wav,356844,awel ja we waren samen in 't zwembad en ze was aan 't zeggen dat uh dat haar xxx allee dat 't volgende week dus is xxx verlof en dat haar kinderen dan thuis wa haar kleinkinderen bij haar waren
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008184(077).wav,66460,waar waren die medicijnen dan voor omdat zij daar zo op reageert ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700045(037).wav,158124,ggg uhm en groepen van acht dat is dat is totaal niet haalbaar
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700205(007).wav,155468,ik zeg al die tijd h is freddy buiten geweest en heeft ie gewerkt in den hof
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008139(108).wav,80748,maar koen heeft zelf zoiets xxx ja 'k heb in duitsland daar waar ie is geweest uh gewoon de meeste kansen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008102(021).wav,66684,en je hebt dan mensen die hebben zo'n in japan zo'n uh computertje gekocht zo'n zakding
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv900032(005).wav,165964,ja maar dat is dus iets minder moeilijk dan wat ik tot nu toe gedaan heb h ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008067(070).wav,82620,en dan uh moet je nog wel gewoon met de schep bij ja maar dan kan je in ieder geval uh hoe heet dat
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701293(021).wav,75196,en morgenvoormiddag is 't daar doop van dus 'k moet d'rbij zijn en daarmee ga 'k niet
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006714(023).wav,180076,tenminste dat uh zo zo zou dat dan moeten zijn want j want uh ze zaten daar en xxx hadden nog maar twee keer gebeld
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006785(048).wav,212748,ja maar ze had tegen mij gezegd ja je bent in korte tijd ben je van groningen naar hier verhuisd en je bent van baan verwisseld
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008290(066).wav,155868,en hij heeft er toch nog over zitten denken om dat fulltime te nemen omdat ja 'k bedoel 't kan zijn dat 't vanaf oktober bijvoorbeeld weer uh weer elke week dertig lessen is
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006867(079).wav,129740,ggg dat zou fijn zijn als je dat ergens voor kon gebruiken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700200(040).wav,147180,ja allee en dan mogen we zaterdag weer feesten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008304(009).wav,114140,dat is ook niet zo ze zijn ruw en dat komt misschien uh omdat u uh veel maagzuur heeft nou dat heb ik niet
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008331(012).wav,83548,nee maar je moet 'm maar gewoon ook die deadlines geven dan moet je maar gewoon zeggen lukt je dat want anders moeten we wat anders zoeken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700073(067).wav,135404,dan nog ne keer in uhm el tub of zo
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008300(015).wav,89884,en wat doet dani nu uh geen hol volgens mij oh ja erg leuk
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008025(024).wav,78172,ja maar ik volgens mij uh denkt hij dat utrecht en de trein hetzelfde ding is ja dat zou kunnen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901161(072).wav,85532,en ik vermoed dat het gaat over de leuvense situatie in z'n geheel en niet alleen voor studenten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701315(060).wav,78796,ja en uh die had zo uh verteld van dat gullie had gezegd dat 'k spul wou
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701292(075).wav,99756,en jan en marjan zaten in uh zaten in haar kamer op 't tweede dus die uitgeeft op de keuken eigenlijk
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008333(091).wav,108156,dus maar kijken nou ja voor de rest uh 'k zeg nog we zijn gisteren weer op tijd terugg teruggekomen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008079(091).wav,77820,hij is zelfs hierachter uh op de buitendijk daar hingen de de vlaggen halfstok
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006737(039).wav,168012,ja nou ik moet zeggen op 't moment ja op 't moment xxx ben ik weer aardig bezig aan 't verkloten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901052(070).wav,95884,zodanig dat ik toch al geen achterstand oploop tegenover mijn uh medestudenten h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700070(063).wav,230188,ja en daar heb je dan uhm apparaatbeheer en misschien dat daar uh iets tussen zit h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008138(064).wav,68684,dat viel me heel erg mee en met z'n vieren hadden we in totaal elf kaarten nodig en die hadden we ook allemaal
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006902(076).wav,160204,en we waren met de hele week met zes man en vier man hebben 't gehaald waaronder m'n zwager en ik
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701123(019).wav,80044,maar al alleszins mama zag zo op een bepaald moment op dienen brief wim van horenen staan
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006757(022).wav,141996,ja ja doei nou da 's een beetje vreemd ja en frank is een vreemde jongen ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008338(059).wav,75452,ja ja die 't een beetje of 't werd te snel voorgeschreven door de dokter
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006942(026).wav,186700,ja en dan we gaan wij uh naar ga je dus niet door oostenrijk
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008360(108).wav,93244,zien wij er zo apart uit als je ons ziet lopen nou ja jullie liepen wat verder weg en ik stond nog wel half te werken zal 'k maar zeggen en zo
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008177(056).wav,82780,en wanneer kom je dan terug veertien dagen later oh
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701292(037).wav,83852,'k ga ze zeker uh zeker in twee toch doen zuh want uh 't is nogal zwaar stuff
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006866(021).wav,169260,ja alleen uhm alleen 't vriendje van uh uh ggg
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008190(077).wav,75788,ja naar 't museum of weet ik veel wat want anders dan verveelt ie zich misschien
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn007028(067).wav,181228,en ome jan ook en die kent 'm oh ja wij zijn toen ook in didam geweest op 't uh bij de kerk
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700180(042).wav,246572,goh dingen ja de veiligheid daar gaan we nu nog niet kunnen invullen denk ik
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006774(041).wav,156012,nou en voordat ie d'r erg in had had ie dat er al uitgeflapt terwijl ie met een ander meisje zit te lunchen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006845(034).wav,214156,en dat heeft zij helemaal niet gedaan wanneer hum en toen belde jij laatst l laatste keer bij jeanette
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701126(046).wav,77484,water besparen uhm ketels met met met een hoog rendement
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv900251(060).wav,170540,ah maar die is alleen thuis ja en hebt de gij wiskunde al gemaakt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008038(092).wav,141932,en uh die hebben we onlangs uh ook ook via internet en zo hebben we bekeken en uh uh en daar gaan we dan begin juli uh twee weken naar toe
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008317(102).wav,74876,maar uhm ja d'r zijn er een paar die zeiden ja ik wil wel een paar uur naartoe maar niet de hele tijd
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006880(011).wav,128332,en uh ja die schelen dus echt uh w w weet ik veel wat veertig jaar
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901051(033).wav,77324,zijn die die kleine uitlopers daar al uit gehaald
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006887(024).wav,146348,ja dat moest toch ja maar dan moet je wel even kijken xxx oh
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006883(014).wav,170892,nou dan weten wij dus weer dat stu dat docenten uh die geven dan uh proefwerken h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006950(076).wav,289164,nou en denk van ja dan heb 'k de hele week aan die thesis gewerkt en dan kan ik dan uh mooi uh even ontspannen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006994(048).wav,288620,ja dat uh inderdaad dat die uh die zijn er ook nog inderdaad ja want ik was me bijna gaan afvragen waarom mensen toch altijd zo moeilijk doen over uh ggg waarom pinkeltje berhaupt nodig is
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701325(015).wav,119516,dus allee da 's heel maart of toch drie weken van maart zou opgesoupeerd worden aan aan uh ja congres en uh en zo zaken allemaal meer mmm
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701094(096).wav,64044,ah ja het productiebureel excuseer mm-hu
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv900203(072).wav,165068,ja en die denken het leven is tv kijken echt gelijk konijnen voor ne lichtbak h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700052(018).wav,163500,uhm met zes mensen
